0 0.8000000000000000 49.6000000000000014 0.6400000000000001 0.1777777777777771 10
0 0.0800000000000001 49.7760000000000460 0.0064000000000000 0.0017777777777326 100
0 0.0080000000000000 49.7777600000000291 0.0000640000000000 0.0000177777777495 1000
0 0.0007999999999999 49.7777775999944083 0.0000006400000000 0.0000001777833702 10000
0 0.0000800000000001 49.7777777760503568 0.0000000064000000 0.0000000017274218 100000
0 0.0000080000000000 49.7777777778108543 0.0000000000640000 0.0000000000330758 1000000
0 0.0000008000000000 49.7777777792160094 0.0000000000006400 0.0000000014382309 10000000
1 0.8000000000000000 49.7777777777777715 0.4096000000000001 0.0000000000000071 10
1 0.0800000000000001 49.7777777777778141 0.0000409600000000 0.0000000000000355 100
1 0.0080000000000000 49.7777777777777999 0.0000000040960000 0.0000000000000213 1000
1 0.0007999999999999 49.7777777777721795 0.0000000000004096 0.0000000000055991 10000
1 0.0000800000000001 49.7777777778274881 0.0000000000000000 0.0000000000497096 100000
1 0.0000080000000000 49.7777777778296624 0.0000000000000000 0.0000000000518838 1000000
1 0.0000008000000000 49.7777777792171605 0.0000000000000000 0.0000000014393819 10000000
