0 100 0.4890352858872022 0.1000000000000000
1 100 0.0027196699335179 0.1000000000000000
2 100 0.0027196699335179 0.1000000000000000
3 100 0.0000118410396630 0.1000000000000000
0 500 0.0295606856482666 0.0200000000000000
1 500 0.0001257945401680 0.0200000000000000
2 500 0.0001257945401680 0.0200000000000000
3 500 0.0000000227806942 0.0200000000000000
0 1000 0.0130807483209536 0.0100000000000000
1 1000 0.0000325684315770 0.0100000000000000
2 1000 0.0000325684315765 0.0100000000000000
3 1000 0.0000000014507231 0.0100000000000000
0 5000 0.0023814947657459 0.0020000000000000
1 5000 0.0000013414606319 0.0020000000000000
2 5000 0.0000013414606319 0.0020000000000000
3 5000 0.0000000000023519 0.0020000000000000
0 10000 0.0011771073232789 0.0010000000000000
1 10000 0.0000003366166590 0.0010000000000000
2 10000 0.0000003366166590 0.0010000000000000
3 10000 0.0000000000001563 0.0010000000000000
0 50000 0.0002332698359342 0.0002000000000000
1 50000 0.0000000135049580 0.0002000000000000
2 50000 0.0000000135049580 0.0002000000000000
3 50000 0.0000000000000102 0.0002000000000000
0 100000 0.0001165013913305 0.0001000000000000
1 100000 0.0000000033775067 0.0001000000000000
2 100000 0.0000000033775063 0.0001000000000000
3 100000 0.0000000000000040 0.0001000000000000
